case_index,scenario,kind,truth,top1,top3,correct,rank
977,two_hop_join,class_name,PaymentRecoveryNode8663,PaymentRecoveryNode8663,PaymentRecoveryNode8663,1,1
978,two_hop_join,class_name,PaymentRecoveryNode0294,PaymentRecoveryNode0294,PaymentRecoveryNode0294,1,1
979,ambiguous_competitors,file_path,,services/payment/recovery_3597.py,services/payment/recovery_3597.py|services/payment/recovery_4670.py,0,
980,three_tool_chain,config_key,PAYMENT_RECOVERY_7774,PAYMENT_RECOVERY_7774,PAYMENT_RECOVERY_7774,1,1
981,stale_then_confirmed,file_path,services/payment/recovery_8037.py,services/payment/recovery_8037.py,services/payment/recovery_8037.py|services/payment/recovery_6962.py,1,1
982,three_tool_chain,function_name,recover_payment_state_8039,recover_payment_state_8039,recover_payment_state_8039,1,1
983,isolated_observations,function_name,,,,1,
984,three_tool_chain,request_id,req-5069,req-5069,req-5069,1,1
985,stale_then_confirmed,class_name,PaymentRecoveryNode5026,PaymentRecoveryNode5026,PaymentRecoveryNode5026|PaymentRecoveryNode6090,1,1
986,three_tool_chain,config_key,PAYMENT_RECOVERY_0530,PAYMENT_RECOVERY_0530,PAYMENT_RECOVERY_0530,1,1
987,mixed_evidence,test_name,test_payment_recovery_8374,test_payment_recovery_8374,test_payment_recovery_8374|test_payment_recovery_9593,1,1
988,isolated_observations,class_name,,,,1,
989,speculative_loop,file_path,,services/payment/recovery_7639.py,services/payment/recovery_7639.py|services/payment/recovery_5540.py,0,
990,three_tool_chain,request_id,req-4384,req-4384,req-4384,1,1
991,late_single_cause,exception,PaymentRecovery4363Error,PaymentRecovery4363Error,PaymentRecovery4363Error|PaymentRecovery3420Error,1,1
992,speculative_loop,file_path,,services/payment/recovery_5583.py,services/payment/recovery_5583.py|services/payment/recovery_3017.py,0,
993,isolated_observations,test_name,,,,1,
994,diagnostic_fork,function_name,recover_payment_state_9249,recover_payment_state_9249,recover_payment_state_9249,1,1
995,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_1601,PAYMENT_RECOVERY_1601|PAYMENT_RECOVERY_0671,0,
996,ambiguous_competitors,file_path,,services/payment/recovery_6455.py,services/payment/recovery_6455.py|services/payment/recovery_7039.py,0,
997,two_hop_join,class_name,PaymentRecoveryNode8856,PaymentRecoveryNode8856,PaymentRecoveryNode8856,1,1
998,isolated_observations,class_name,,,,1,
999,speculative_loop,config_key,,PAYMENT_RECOVERY_7813,PAYMENT_RECOVERY_7813|PAYMENT_RECOVERY_1663,0,
1000,competing_bridges,request_id,req-1409,req-1409,req-1409|req-3708,1,1
1001,stale_then_confirmed,function_name,recover_payment_state_2125,recover_payment_state_2125,recover_payment_state_2125|recover_payment_state_2477,1,1
1002,late_single_cause,function_name,recover_payment_state_8707,recover_payment_state_8707,recover_payment_state_8707|recover_payment_state_1505,1,1
1003,two_hop_join,file_path,services/payment/recovery_6395.py,services/payment/recovery_6395.py,services/payment/recovery_6395.py,1,1
1004,stale_then_confirmed,exception,PaymentRecovery1879Error,PaymentRecovery1879Error,PaymentRecovery1879Error|PaymentRecovery3207Error,1,1
1005,mixed_evidence,config_key,PAYMENT_RECOVERY_8106,PAYMENT_RECOVERY_8106,PAYMENT_RECOVERY_8106|PAYMENT_RECOVERY_2211,1,1
1006,isolated_observations,function_name,,,,1,
1007,mixed_evidence,exception,PaymentRecovery8683Error,PaymentRecovery8683Error,PaymentRecovery8683Error|PaymentRecovery9660Error,1,1
1008,mixed_evidence,exception,PaymentRecovery0774Error,PaymentRecovery0774Error,PaymentRecovery0774Error|PaymentRecovery8555Error,1,1
1009,three_tool_chain,function_name,recover_payment_state_5337,recover_payment_state_5337,recover_payment_state_5337,1,1
1010,two_hop_join,config_key,PAYMENT_RECOVERY_5048,PAYMENT_RECOVERY_5048,PAYMENT_RECOVERY_5048,1,1
1011,stale_then_confirmed,file_path,services/payment/recovery_2521.py,services/payment/recovery_2521.py,services/payment/recovery_2521.py|services/payment/recovery_2922.py,1,1
1012,isolated_observations,config_key,,,,1,
1013,mixed_evidence,function_name,recover_payment_state_4690,recover_payment_state_4690,recover_payment_state_4690|recover_payment_state_6997,1,1
1014,isolated_observations,class_name,,,,1,
1015,mixed_evidence,file_path,services/payment/recovery_0229.py,services/payment/recovery_0229.py,services/payment/recovery_0229.py|services/payment/recovery_3011.py,1,1
1016,three_tool_chain,class_name,PaymentRecoveryNode8239,PaymentRecoveryNode8239,PaymentRecoveryNode8239,1,1
1017,two_hop_join,test_name,test_payment_recovery_2294,test_payment_recovery_2294,test_payment_recovery_2294,1,1
1018,three_tool_chain,file_path,services/payment/recovery_3542.py,services/payment/recovery_3542.py,services/payment/recovery_3542.py,1,1
1019,three_tool_chain,file_path,services/payment/recovery_8315.py,services/payment/recovery_8315.py,services/payment/recovery_8315.py,1,1
1020,mixed_evidence,file_path,services/payment/recovery_4291.py,services/payment/recovery_4291.py,services/payment/recovery_4291.py|services/payment/recovery_0319.py,1,1
1021,late_single_cause,exception,PaymentRecovery3033Error,PaymentRecovery3033Error,PaymentRecovery3033Error|PaymentRecovery2731Error,1,1
1022,late_single_cause,file_path,services/payment/recovery_9129.py,services/payment/recovery_9129.py,services/payment/recovery_9129.py|services/payment/recovery_1618.py,1,1
1023,speculative_loop,request_id,,req-9703,req-9703|req-1082,0,
1024,isolated_observations,file_path,,,,1,
1025,speculative_loop,request_id,,req-5903,req-5903|req-0248,0,
1026,competing_bridges,test_name,test_payment_recovery_1284,test_payment_recovery_1284,test_payment_recovery_1284|test_payment_recovery_9686,1,1
1027,mixed_evidence,test_name,test_payment_recovery_5326,test_payment_recovery_5326,test_payment_recovery_5326|test_payment_recovery_4193,1,1
1028,stale_then_confirmed,class_name,PaymentRecoveryNode2648,PaymentRecoveryNode2648,PaymentRecoveryNode2648|PaymentRecoveryNode1760,1,1
1029,late_single_cause,test_name,test_payment_recovery_2948,test_payment_recovery_2948,test_payment_recovery_2948|test_payment_recovery_7670,1,1
1030,isolated_observations,class_name,,,,1,
1031,competing_bridges,exception,PaymentRecovery8683Error,PaymentRecovery8683Error,PaymentRecovery8683Error|PaymentRecovery1965Error,1,1
1032,diagnostic_fork,test_name,test_payment_recovery_9412,test_payment_recovery_9412,test_payment_recovery_9412,1,1
1033,ambiguous_competitors,class_name,,PaymentRecoveryNode2609,PaymentRecoveryNode2609|PaymentRecoveryNode8728,0,
1034,mixed_evidence,file_path,services/payment/recovery_5477.py,services/payment/recovery_5477.py,services/payment/recovery_5477.py|services/payment/recovery_6227.py,1,1
1035,mixed_evidence,config_key,PAYMENT_RECOVERY_4654,PAYMENT_RECOVERY_4654,PAYMENT_RECOVERY_4654|PAYMENT_RECOVERY_9356,1,1
1036,ambiguous_competitors,request_id,,req-4282,req-4282|req-6591,0,
1037,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_8549,PAYMENT_RECOVERY_8549|PAYMENT_RECOVERY_3650,0,
1038,bridge_with_noise,function_name,recover_payment_state_0267,recover_payment_state_0267,recover_payment_state_0267|recover_payment_state_3469,1,1
1039,late_single_cause,config_key,PAYMENT_RECOVERY_2189,PAYMENT_RECOVERY_2189,PAYMENT_RECOVERY_2189|PAYMENT_RECOVERY_7227,1,1
1040,three_tool_chain,class_name,PaymentRecoveryNode8828,PaymentRecoveryNode8828,PaymentRecoveryNode8828,1,1
1041,ambiguous_competitors,function_name,,recover_payment_state_0146,recover_payment_state_0146|recover_payment_state_7508,0,
1042,competing_bridges,exception,PaymentRecovery7642Error,PaymentRecovery7642Error,PaymentRecovery7642Error|PaymentRecovery8983Error,1,1
1043,ambiguous_competitors,file_path,,services/payment/recovery_6093.py,services/payment/recovery_6093.py|services/payment/recovery_9037.py,0,
1044,speculative_loop,function_name,,recover_payment_state_5808,recover_payment_state_5808|recover_payment_state_5465,0,
1045,isolated_observations,file_path,,,,1,
1046,stale_then_confirmed,config_key,PAYMENT_RECOVERY_4957,PAYMENT_RECOVERY_4957,PAYMENT_RECOVERY_4957|PAYMENT_RECOVERY_7267,1,1
1047,bridge_with_noise,function_name,recover_payment_state_2726,recover_payment_state_2726,recover_payment_state_2726|recover_payment_state_6144,1,1
1048,diagnostic_fork,exception,PaymentRecovery6504Error,PaymentRecovery6504Error,PaymentRecovery6504Error,1,1
1049,three_tool_chain,test_name,test_payment_recovery_2959,test_payment_recovery_2959,test_payment_recovery_2959,1,1
1050,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_7150,PAYMENT_RECOVERY_7150|PAYMENT_RECOVERY_1638,0,
1051,stale_then_confirmed,file_path,services/payment/recovery_6764.py,services/payment/recovery_6764.py,services/payment/recovery_6764.py|services/payment/recovery_7998.py,1,1
1052,two_hop_join,class_name,PaymentRecoveryNode9255,PaymentRecoveryNode9255,PaymentRecoveryNode9255,1,1
1053,three_tool_chain,function_name,recover_payment_state_9031,recover_payment_state_9031,recover_payment_state_9031,1,1
1054,isolated_observations,config_key,,,,1,
1055,stale_then_confirmed,test_name,test_payment_recovery_4738,test_payment_recovery_4738,test_payment_recovery_4738|test_payment_recovery_7566,1,1
1056,isolated_observations,test_name,,,,1,
1057,stale_then_confirmed,request_id,req-6463,req-6463,req-6463|req-8197,1,1
1058,isolated_observations,file_path,,,,1,
1059,late_single_cause,test_name,test_payment_recovery_6535,test_payment_recovery_6535,test_payment_recovery_6535|test_payment_recovery_7642,1,1
1060,diagnostic_fork,test_name,test_payment_recovery_5353,test_payment_recovery_5353,test_payment_recovery_5353,1,1
1061,diagnostic_fork,config_key,PAYMENT_RECOVERY_2069,PAYMENT_RECOVERY_2069,PAYMENT_RECOVERY_2069,1,1
1062,three_tool_chain,request_id,req-8191,req-8191,req-8191,1,1
1063,speculative_loop,file_path,,services/payment/recovery_1634.py,services/payment/recovery_1634.py|services/payment/recovery_0509.py,0,
1064,late_single_cause,test_name,test_payment_recovery_5302,test_payment_recovery_5302,test_payment_recovery_5302|test_payment_recovery_4745,1,1
1065,isolated_observations,test_name,,,,1,
1066,diagnostic_fork,file_path,services/payment/recovery_5088.py,services/payment/recovery_5088.py,services/payment/recovery_5088.py,1,1
1067,two_hop_join,request_id,req-9208,req-9208,req-9208,1,1
1068,mixed_evidence,file_path,services/payment/recovery_5693.py,services/payment/recovery_5693.py,services/payment/recovery_5693.py|services/payment/recovery_0653.py,1,1
1069,mixed_evidence,function_name,recover_payment_state_6112,recover_payment_state_6112,recover_payment_state_6112|recover_payment_state_8512,1,1
1070,mixed_evidence,class_name,PaymentRecoveryNode3518,PaymentRecoveryNode3518,PaymentRecoveryNode3518|PaymentRecoveryNode3084,1,1
1071,competing_bridges,file_path,services/payment/recovery_7440.py,services/payment/recovery_7440.py,services/payment/recovery_7440.py|services/payment/recovery_1080.py,1,1
1072,isolated_observations,config_key,,,,1,
1073,two_hop_join,config_key,PAYMENT_RECOVERY_0302,PAYMENT_RECOVERY_0302,PAYMENT_RECOVERY_0302,1,1
1074,two_hop_join,function_name,recover_payment_state_1219,recover_payment_state_1219,recover_payment_state_1219,1,1
1075,late_single_cause,file_path,services/payment/recovery_2500.py,services/payment/recovery_2500.py,services/payment/recovery_2500.py|services/payment/recovery_6752.py,1,1
1076,late_single_cause,class_name,PaymentRecoveryNode4211,PaymentRecoveryNode4211,PaymentRecoveryNode4211|PaymentRecoveryNode6817,1,1
1077,late_single_cause,request_id,req-8546,req-8546,req-8546|req-0714,1,1
1078,competing_bridges,request_id,req-2793,req-2793,req-2793|req-8463,1,1
1079,isolated_observations,config_key,,,,1,
1080,speculative_loop,exception,,PaymentRecovery5203Error,PaymentRecovery5203Error|PaymentRecovery3349Error,0,
1081,stale_then_confirmed,test_name,test_payment_recovery_6037,test_payment_recovery_6037,test_payment_recovery_6037|test_payment_recovery_8906,1,1
1082,speculative_loop,class_name,,PaymentRecoveryNode5515,PaymentRecoveryNode5515|PaymentRecoveryNode6433,0,
1083,competing_bridges,test_name,test_payment_recovery_8329,test_payment_recovery_8329,test_payment_recovery_8329|test_payment_recovery_8069,1,1
1084,competing_bridges,class_name,PaymentRecoveryNode4868,PaymentRecoveryNode4868,PaymentRecoveryNode4868|PaymentRecoveryNode9162,1,1
1085,two_hop_join,exception,PaymentRecovery5379Error,PaymentRecovery5379Error,PaymentRecovery5379Error,1,1
1086,bridge_with_noise,config_key,PAYMENT_RECOVERY_8623,PAYMENT_RECOVERY_8623,PAYMENT_RECOVERY_8623|PAYMENT_RECOVERY_5740,1,1
1087,ambiguous_competitors,test_name,,test_payment_recovery_6496,test_payment_recovery_6496|test_payment_recovery_6818,0,
1088,three_tool_chain,exception,PaymentRecovery3288Error,PaymentRecovery3288Error,PaymentRecovery3288Error,1,1
1089,diagnostic_fork,class_name,PaymentRecoveryNode0771,PaymentRecoveryNode0771,PaymentRecoveryNode0771,1,1
1090,three_tool_chain,config_key,PAYMENT_RECOVERY_3591,PAYMENT_RECOVERY_3591,PAYMENT_RECOVERY_3591,1,1
1091,speculative_loop,class_name,,PaymentRecoveryNode7272,PaymentRecoveryNode7272|PaymentRecoveryNode3433,0,
1092,late_single_cause,function_name,recover_payment_state_4675,recover_payment_state_4675,recover_payment_state_4675|recover_payment_state_0137,1,1
1093,bridge_with_noise,request_id,req-9597,req-9597,req-9597|req-2691,1,1
1094,mixed_evidence,request_id,req-1425,req-1425,req-1425|req-6257,1,1
1095,mixed_evidence,class_name,PaymentRecoveryNode1955,PaymentRecoveryNode1955,PaymentRecoveryNode1955|PaymentRecoveryNode2476,1,1
1096,speculative_loop,function_name,,recover_payment_state_2904,recover_payment_state_2904|recover_payment_state_8811,0,
1097,isolated_observations,config_key,,,,1,
1098,isolated_observations,request_id,,,,1,
1099,diagnostic_fork,test_name,test_payment_recovery_2327,test_payment_recovery_2327,test_payment_recovery_2327,1,1
1100,two_hop_join,config_key,PAYMENT_RECOVERY_5031,PAYMENT_RECOVERY_5031,PAYMENT_RECOVERY_5031,1,1
1101,speculative_loop,config_key,,PAYMENT_RECOVERY_9563,PAYMENT_RECOVERY_9563|PAYMENT_RECOVERY_8548,0,
1102,diagnostic_fork,file_path,services/payment/recovery_8516.py,services/payment/recovery_8516.py,services/payment/recovery_8516.py,1,1
1103,mixed_evidence,test_name,test_payment_recovery_7804,test_payment_recovery_7804,test_payment_recovery_7804|test_payment_recovery_7146,1,1
1104,stale_then_confirmed,class_name,PaymentRecoveryNode1358,PaymentRecoveryNode1358,PaymentRecoveryNode1358|PaymentRecoveryNode7874,1,1
1105,ambiguous_competitors,function_name,,recover_payment_state_3386,recover_payment_state_3386|recover_payment_state_9569,0,
1106,ambiguous_competitors,exception,,PaymentRecovery1894Error,PaymentRecovery1894Error|PaymentRecovery1531Error,0,
1107,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_0476,PAYMENT_RECOVERY_0476|PAYMENT_RECOVERY_5259,0,
1108,late_single_cause,function_name,recover_payment_state_4205,recover_payment_state_4205,recover_payment_state_4205|recover_payment_state_7770,1,1
1109,mixed_evidence,test_name,test_payment_recovery_6289,test_payment_recovery_6289,test_payment_recovery_6289|test_payment_recovery_7429,1,1
1110,diagnostic_fork,function_name,recover_payment_state_3989,recover_payment_state_3989,recover_payment_state_3989,1,1
1111,mixed_evidence,config_key,PAYMENT_RECOVERY_2339,PAYMENT_RECOVERY_2339,PAYMENT_RECOVERY_2339|PAYMENT_RECOVERY_3237,1,1
1112,speculative_loop,file_path,,services/payment/recovery_6810.py,services/payment/recovery_6810.py|services/payment/recovery_7591.py,0,
1113,competing_bridges,config_key,PAYMENT_RECOVERY_2519,PAYMENT_RECOVERY_2519,PAYMENT_RECOVERY_2519|PAYMENT_RECOVERY_5822,1,1
1114,diagnostic_fork,function_name,recover_payment_state_5272,recover_payment_state_5272,recover_payment_state_5272,1,1
1115,three_tool_chain,config_key,PAYMENT_RECOVERY_1113,PAYMENT_RECOVERY_1113,PAYMENT_RECOVERY_1113,1,1
1116,ambiguous_competitors,function_name,,recover_payment_state_9211,recover_payment_state_9211|recover_payment_state_5453,0,
1117,mixed_evidence,config_key,PAYMENT_RECOVERY_1939,PAYMENT_RECOVERY_1939,PAYMENT_RECOVERY_1939|PAYMENT_RECOVERY_8462,1,1
1118,stale_then_confirmed,class_name,PaymentRecoveryNode9702,PaymentRecoveryNode9702,PaymentRecoveryNode9702|PaymentRecoveryNode2804,1,1
1119,bridge_with_noise,request_id,req-7447,req-7447,req-7447|req-3800,1,1
1120,speculative_loop,test_name,,test_payment_recovery_4766,test_payment_recovery_4766|test_payment_recovery_9416,0,
1121,competing_bridges,config_key,PAYMENT_RECOVERY_6281,PAYMENT_RECOVERY_6281,PAYMENT_RECOVERY_6281|PAYMENT_RECOVERY_4856,1,1
1122,stale_then_confirmed,config_key,PAYMENT_RECOVERY_3729,PAYMENT_RECOVERY_3729,PAYMENT_RECOVERY_3729|PAYMENT_RECOVERY_4816,1,1
1123,ambiguous_competitors,exception,,PaymentRecovery5105Error,PaymentRecovery5105Error|PaymentRecovery2762Error,0,
1124,speculative_loop,function_name,,recover_payment_state_8689,recover_payment_state_8689|recover_payment_state_7893,0,
1125,three_tool_chain,config_key,PAYMENT_RECOVERY_1882,PAYMENT_RECOVERY_1882,PAYMENT_RECOVERY_1882,1,1
1126,competing_bridges,file_path,services/payment/recovery_1092.py,services/payment/recovery_1092.py,services/payment/recovery_1092.py|services/payment/recovery_1687.py,1,1
1127,stale_then_confirmed,file_path,services/payment/recovery_9051.py,services/payment/recovery_9051.py,services/payment/recovery_9051.py|services/payment/recovery_3026.py,1,1
1128,ambiguous_competitors,function_name,,recover_payment_state_3426,recover_payment_state_3426|recover_payment_state_8677,0,
1129,speculative_loop,file_path,,services/payment/recovery_0909.py,services/payment/recovery_0909.py|services/payment/recovery_7286.py,0,
1130,late_single_cause,request_id,req-3314,req-3314,req-3314|req-6771,1,1
1131,ambiguous_competitors,class_name,,PaymentRecoveryNode5206,PaymentRecoveryNode5206|PaymentRecoveryNode9759,0,
1132,late_single_cause,request_id,req-8016,req-8016,req-8016|req-7966,1,1
1133,ambiguous_competitors,request_id,,req-2647,req-2647|req-6566,0,
1134,three_tool_chain,config_key,PAYMENT_RECOVERY_0264,PAYMENT_RECOVERY_0264,PAYMENT_RECOVERY_0264,1,1
1135,stale_then_confirmed,config_key,PAYMENT_RECOVERY_8002,PAYMENT_RECOVERY_8002,PAYMENT_RECOVERY_8002|PAYMENT_RECOVERY_8730,1,1
1136,diagnostic_fork,exception,PaymentRecovery7064Error,PaymentRecovery7064Error,PaymentRecovery7064Error,1,1
1137,competing_bridges,file_path,services/payment/recovery_4327.py,services/payment/recovery_4327.py,services/payment/recovery_4327.py|services/payment/recovery_2444.py,1,1
1138,speculative_loop,config_key,,PAYMENT_RECOVERY_1944,PAYMENT_RECOVERY_1944|PAYMENT_RECOVERY_4341,0,
1139,competing_bridges,test_name,test_payment_recovery_8547,test_payment_recovery_8547,test_payment_recovery_8547|test_payment_recovery_1088,1,1
1140,diagnostic_fork,request_id,req-1331,req-1331,req-1331,1,1
1141,speculative_loop,request_id,,req-3870,req-3870|req-9121,0,
1142,stale_then_confirmed,exception,PaymentRecovery2991Error,PaymentRecovery2991Error,PaymentRecovery2991Error|PaymentRecovery3233Error,1,1
1143,bridge_with_noise,function_name,recover_payment_state_0962,recover_payment_state_0962,recover_payment_state_0962|recover_payment_state_9380,1,1
1144,ambiguous_competitors,function_name,,recover_payment_state_0710,recover_payment_state_0710|recover_payment_state_5628,0,
1145,speculative_loop,test_name,,test_payment_recovery_6873,test_payment_recovery_6873|test_payment_recovery_5101,0,
1146,three_tool_chain,request_id,req-9705,req-9705,req-9705,1,1
1147,isolated_observations,request_id,,,,1,
1148,bridge_with_noise,function_name,recover_payment_state_7062,recover_payment_state_7062,recover_payment_state_7062|recover_payment_state_1451,1,1
1149,stale_then_confirmed,function_name,recover_payment_state_6810,recover_payment_state_6810,recover_payment_state_6810|recover_payment_state_4066,1,1
1150,bridge_with_noise,exception,PaymentRecovery5990Error,PaymentRecovery5990Error,PaymentRecovery5990Error|PaymentRecovery5196Error,1,1
1151,speculative_loop,class_name,,PaymentRecoveryNode4867,PaymentRecoveryNode4867|PaymentRecoveryNode3693,0,
1152,speculative_loop,exception,,PaymentRecovery8284Error,PaymentRecovery8284Error|PaymentRecovery8164Error,0,
1153,diagnostic_fork,config_key,PAYMENT_RECOVERY_7880,PAYMENT_RECOVERY_7880,PAYMENT_RECOVERY_7880,1,1
1154,late_single_cause,function_name,recover_payment_state_4327,recover_payment_state_4327,recover_payment_state_4327|recover_payment_state_2977,1,1
1155,competing_bridges,config_key,PAYMENT_RECOVERY_5449,PAYMENT_RECOVERY_5449,PAYMENT_RECOVERY_5449|PAYMENT_RECOVERY_8756,1,1
1156,bridge_with_noise,class_name,PaymentRecoveryNode2558,PaymentRecoveryNode2558,PaymentRecoveryNode2558|PaymentRecoveryNode7519,1,1
1157,isolated_observations,exception,,,,1,
1158,speculative_loop,config_key,,PAYMENT_RECOVERY_3868,PAYMENT_RECOVERY_3868|PAYMENT_RECOVERY_7159,0,
1159,three_tool_chain,function_name,recover_payment_state_6882,recover_payment_state_6882,recover_payment_state_6882,1,1
1160,mixed_evidence,exception,PaymentRecovery6416Error,PaymentRecovery6416Error,PaymentRecovery6416Error|PaymentRecovery8847Error,1,1
1161,ambiguous_competitors,function_name,,recover_payment_state_2370,recover_payment_state_2370|recover_payment_state_8206,0,
1162,bridge_with_noise,class_name,PaymentRecoveryNode9141,PaymentRecoveryNode9141,PaymentRecoveryNode9141|PaymentRecoveryNode6881,1,1
1163,bridge_with_noise,config_key,PAYMENT_RECOVERY_7166,PAYMENT_RECOVERY_7166,PAYMENT_RECOVERY_7166|PAYMENT_RECOVERY_2884,1,1
1164,mixed_evidence,exception,PaymentRecovery6205Error,PaymentRecovery6205Error,PaymentRecovery6205Error|PaymentRecovery2334Error,1,1
1165,late_single_cause,function_name,recover_payment_state_9480,recover_payment_state_9480,recover_payment_state_9480|recover_payment_state_2902,1,1
1166,diagnostic_fork,exception,PaymentRecovery5853Error,PaymentRecovery5853Error,PaymentRecovery5853Error,1,1
1167,bridge_with_noise,request_id,req-5113,req-5113,req-5113|req-5853,1,1
1168,two_hop_join,test_name,test_payment_recovery_7078,test_payment_recovery_7078,test_payment_recovery_7078,1,1
1169,two_hop_join,test_name,test_payment_recovery_3039,test_payment_recovery_3039,test_payment_recovery_3039,1,1
1170,competing_bridges,exception,PaymentRecovery2911Error,PaymentRecovery2911Error,PaymentRecovery2911Error|PaymentRecovery3716Error,1,1
1171,mixed_evidence,file_path,services/payment/recovery_2115.py,services/payment/recovery_2115.py,services/payment/recovery_2115.py|services/payment/recovery_1174.py,1,1
1172,speculative_loop,test_name,,test_payment_recovery_4199,test_payment_recovery_4199|test_payment_recovery_2286,0,
1173,competing_bridges,request_id,req-7246,req-7246,req-7246|req-7082,1,1
1174,stale_then_confirmed,class_name,PaymentRecoveryNode3819,PaymentRecoveryNode3819,PaymentRecoveryNode3819|PaymentRecoveryNode4819,1,1
1175,mixed_evidence,class_name,PaymentRecoveryNode1987,PaymentRecoveryNode1987,PaymentRecoveryNode1987|PaymentRecoveryNode1512,1,1
1176,two_hop_join,request_id,req-9559,req-9559,req-9559,1,1
1177,two_hop_join,config_key,PAYMENT_RECOVERY_0922,PAYMENT_RECOVERY_0922,PAYMENT_RECOVERY_0922,1,1
1178,isolated_observations,request_id,,,,1,
1179,two_hop_join,request_id,req-1802,req-1802,req-1802,1,1
1180,competing_bridges,file_path,services/payment/recovery_9721.py,services/payment/recovery_9721.py,services/payment/recovery_9721.py|services/payment/recovery_3541.py,1,1
1181,diagnostic_fork,test_name,test_payment_recovery_6336,test_payment_recovery_6336,test_payment_recovery_6336,1,1
1182,mixed_evidence,exception,PaymentRecovery7577Error,PaymentRecovery7577Error,PaymentRecovery7577Error|PaymentRecovery3189Error,1,1
1183,bridge_with_noise,exception,PaymentRecovery2107Error,PaymentRecovery2107Error,PaymentRecovery2107Error|PaymentRecovery4021Error,1,1
1184,diagnostic_fork,function_name,recover_payment_state_4172,recover_payment_state_4172,recover_payment_state_4172,1,1
1185,speculative_loop,test_name,,test_payment_recovery_8025,test_payment_recovery_8025|test_payment_recovery_8638,0,
1186,three_tool_chain,function_name,recover_payment_state_3635,recover_payment_state_3635,recover_payment_state_3635,1,1
1187,three_tool_chain,class_name,PaymentRecoveryNode8068,PaymentRecoveryNode8068,PaymentRecoveryNode8068,1,1
1188,three_tool_chain,function_name,recover_payment_state_1462,recover_payment_state_1462,recover_payment_state_1462,1,1
1189,ambiguous_competitors,class_name,,PaymentRecoveryNode3575,PaymentRecoveryNode3575|PaymentRecoveryNode8113,0,
1190,two_hop_join,request_id,req-2373,req-2373,req-2373,1,1
1191,speculative_loop,exception,,PaymentRecovery7086Error,PaymentRecovery7086Error|PaymentRecovery0623Error,0,
1192,ambiguous_competitors,function_name,,recover_payment_state_8634,recover_payment_state_8634|recover_payment_state_1954,0,
1193,two_hop_join,class_name,PaymentRecoveryNode2648,PaymentRecoveryNode2648,PaymentRecoveryNode2648,1,1
1194,bridge_with_noise,test_name,test_payment_recovery_3380,test_payment_recovery_3380,test_payment_recovery_3380|test_payment_recovery_9163,1,1
1195,late_single_cause,file_path,services/payment/recovery_3033.py,services/payment/recovery_3033.py,services/payment/recovery_3033.py|services/payment/recovery_3593.py,1,1
1196,mixed_evidence,class_name,PaymentRecoveryNode4544,PaymentRecoveryNode4544,PaymentRecoveryNode4544|PaymentRecoveryNode8619,1,1
1197,isolated_observations,config_key,,,,1,
1198,speculative_loop,class_name,,PaymentRecoveryNode0840,PaymentRecoveryNode0840|PaymentRecoveryNode1928,0,
1199,isolated_observations,request_id,,,,1,
1200,late_single_cause,file_path,services/payment/recovery_9613.py,services/payment/recovery_9613.py,services/payment/recovery_9613.py|services/payment/recovery_7421.py,1,1
1201,isolated_observations,file_path,,,,1,
1202,stale_then_confirmed,function_name,recover_payment_state_9037,recover_payment_state_9037,recover_payment_state_9037|recover_payment_state_5587,1,1
1203,diagnostic_fork,request_id,req-3690,req-3690,req-3690,1,1
1204,two_hop_join,file_path,services/payment/recovery_6956.py,services/payment/recovery_6956.py,services/payment/recovery_6956.py,1,1
1205,competing_bridges,request_id,req-7822,req-7822,req-7822|req-6569,1,1
1206,late_single_cause,file_path,services/payment/recovery_5815.py,services/payment/recovery_5815.py,services/payment/recovery_5815.py|services/payment/recovery_0190.py,1,1
1207,isolated_observations,config_key,,,,1,
1208,ambiguous_competitors,test_name,,test_payment_recovery_2454,test_payment_recovery_2454|test_payment_recovery_7001,0,
1209,ambiguous_competitors,file_path,,services/payment/recovery_2992.py,services/payment/recovery_2992.py|services/payment/recovery_6905.py,0,
1210,two_hop_join,test_name,test_payment_recovery_6392,test_payment_recovery_6392,test_payment_recovery_6392,1,1
1211,diagnostic_fork,class_name,PaymentRecoveryNode9260,PaymentRecoveryNode9260,PaymentRecoveryNode9260,1,1
1212,three_tool_chain,class_name,PaymentRecoveryNode1977,PaymentRecoveryNode1977,PaymentRecoveryNode1977,1,1
1213,competing_bridges,file_path,services/payment/recovery_0934.py,services/payment/recovery_0934.py,services/payment/recovery_0934.py|services/payment/recovery_6035.py,1,1
1214,stale_then_confirmed,function_name,recover_payment_state_6340,recover_payment_state_6340,recover_payment_state_6340|recover_payment_state_5077,1,1
1215,diagnostic_fork,class_name,PaymentRecoveryNode5526,PaymentRecoveryNode5526,PaymentRecoveryNode5526,1,1
1216,late_single_cause,config_key,PAYMENT_RECOVERY_4218,PAYMENT_RECOVERY_4218,PAYMENT_RECOVERY_4218|PAYMENT_RECOVERY_8895,1,1
1217,ambiguous_competitors,request_id,,req-6175,req-6175|req-8483,0,
1218,competing_bridges,request_id,req-9563,req-9563,req-9563|req-2658,1,1
